Component,,,CVE
Microsoft.Extensions.Options:7.0.0,,,
Microsoft.Extensions.Primitives:7.0.0,,,
Microsoft.IdentityModel.Abstractions:7.0.2,,,
Microsoft.IdentityModel.JsonWebTokens:7.0.2,,,
Microsoft.IdentityModel.Logging:7.0.2,,,
Microsoft.IdentityModel.Tokens:7.0.2,,,
Microsoft.Owin.Host.HttpListener:3.0.0,,,
Microsoft.Owin.Hosting:3.0.0,,,
Microsoft.Owin.Security.OAuth:3.0.1,,,
Microsoft.Owin.Security:3.0.1,,,
Microsoft.Owin.StaticFiles:3.0.1,,,
Microsoft.Spatial:6.15.0,,,
Microsoft.Spatial:6.8.1,,,
Microsoft.TestPlatform.ObjectModel:16.4.0,,,
Microsoft.TestPlatform.TestHost:16.4.0,,,
Microsoft.TestPlatform:16.0.0,,,
Microsoft.TestPlatform:16.4.0,,,
Microsoft.VisualStudio.TextTemplating.Interfaces.10.0:17.0.32112.339,,,
Microsoft.VisualStudio.TextTemplating.Interfaces.11.0:17.0.32112.339,,,
net.java.dev.msv:xsdlib:2013.6.1,,,
net.sf.ehcache:ehcache:1.2,,,
net.sourceforge.jtds:jtds:1.2.2,,,
Newtonsoft.Json:11.0.2,,,
Newtonsoft.Json:6.0.5,,,
Newtonsoft.Json:6.0.6,,,
Newtonsoft.Json:9.0.1,,,
ognl:ognl:3.1.14,,,
OpenMcdf:2.1.5.22659,,,
org.apache.activemq.protobuf:activemq-protobuf:1.1,,,
org.apache.activemq:activeio-core:3.1.2,,,
org.apache.activemq:activeio-core:3.1.4,,,
org.apache.activemq:activemq-amqp:5.15.8,,,
org.apache.activemq:activemq-console:5.4.2,,,
org.apache.avro:avro:1.10.2,,,
org.apache.camel.karaf:camel-karaf-commands:2.19.5,,,
org.apache.camel:camel-ahc-starter:2.19.5,,,
org.apache.camel:camel-ahc-ws-starter:2.19.5,,,
org.apache.camel:camel-amqp-starter:2.19.5,,,
org.apache.camel:camel-apns-starter:2.19.5,,,
org.apache.camel:camel-asterisk:2.19.5,,,
org.apache.camel:camel-atmos-starter:2.19.5,,,
org.apache.camel:camel-atmosphere-websocket-starter:2.19.5,,,
org.apache.camel:camel-atom-starter:2.19.5,,,
org.apache.camel:camel-avro-starter:2.19.5,,,
org.apache.camel:camel-aws-starter:2.19.5,,,
org.apache.camel:camel-azure:2.19.5,,,
org.apache.camel:camel-bam-starter:2.19.5,,,
org.apache.camel:camel-barcode-starter:2.19.5,,,
org.apache.camel:camel-base64-starter:2.19.5,,,
org.apache.camel:camel-bean-validator-starter:2.19.5,,,
org.apache.camel:camel-beanio-starter:2.19.5,,,
org.apache.camel:camel-beanstalk-starter:2.19.5,,,
org.apache.camel:camel-bindy-starter:2.19.5,,,
org.apache.camel:camel-bonita-starter:2.19.5,,,
org.apache.camel:camel-bonita:2.19.5,,,
org.apache.camel:camel-boon-starter:2.19.5,,,
org.apache.camel:camel-box-api:2.19.5,,,
org.apache.camel:camel-box-starter:2.19.5,,,
org.apache.camel:camel-braintree-starter:2.19.5,,,
org.apache.camel:camel-braintree:2.19.5,,,
org.apache.camel:camel-cache-starter:2.19.5,,,
org.apache.camel:camel-cassandraql-starter:2.19.5,,,
org.apache.camel:camel-castor-starter:2.19.5,,,
org.apache.camel:camel-catalog-connector:2.19.5,,,
org.apache.camel:camel-catalog-lucene:2.19.5,,,
org.apache.camel:camel-catalog-maven:2.19.5,,,
org.apache.camel:camel-catalog-nexus:2.19.5,,,
org.apache.camel:camel-catalog-provider-karaf:2.19.5,,,
org.apache.camel:camel-catalog-provider-springboot:2.19.5,,,
org.apache.camel:camel-catalog-rest-app:2.19.5,,,
org.apache.camel:camel-catalog-rest:2.19.5,,,
org.apache.camel:camel-chronicle-starter:2.19.5,,,
org.apache.camel:camel-chronicle:2.19.5,,,
org.apache.camel:camel-chunk-starter:2.19.5,,,
org.apache.camel:camel-cm-sms-starter:2.19.5,,,
org.apache.camel:camel-cm-sms:2.19.5,,,
org.apache.camel:camel-cmis-starter:2.19.5,,,
org.apache.camel:camel-coap-starter:2.19.5,,,
org.apache.camel:camel-cometd-starter:2.19.5,,,
org.apache.camel:camel-cometd:2.19.5,,,
org.apache.camel:camel-commands-spring-boot:2.19.5,,,
org.apache.camel:camel-connector:2.19.5,,,
org.apache.camel:camel-consul-starter:2.19.5,,,
org.apache.camel:camel-consul:2.19.5,,,
org.apache.camel:camel-context-starter:2.19.5,,,
org.apache.camel:camel-context:2.19.5,,,
org.apache.camel:camel-core-starter:2.19.5,,,
org.apache.camel:camel-couchbase-starter:2.19.5,,,
org.apache.camel:camel-couchbase:2.19.5,,,
org.apache.camel:camel-couchdb-starter:2.19.5,,,
org.apache.camel:camel-crypto-starter:2.19.5,,,
org.apache.camel:camel-csv-starter:2.19.5,,,
org.apache.camel:camel-cxf-starter:2.19.5,,,
org.apache.camel:camel-cxf-transport-starter:2.19.5,,,
org.apache.camel:camel-digitalocean-starter:2.19.5,,,
org.apache.camel:camel-digitalocean:2.19.5,,,
org.apache.camel:camel-disruptor-starter:2.19.5,,,
org.apache.camel:camel-dns-starter:2.19.5,,,
org.apache.camel:camel-docker-starter:2.19.5,,,
org.apache.camel:camel-dozer-starter:2.19.5,,,
org.apache.camel:camel-drill-starter:2.19.5,,,
org.apache.camel:camel-drill:2.19.5,,,
org.apache.camel:camel-dropbox-starter:2.19.5,,,
org.apache.camel:camel-eclipse-starter:2.19.5,,,
org.apache.camel:camel-ehcache-starter:2.19.5,,,
org.apache.camel:camel-ehcache:2.19.5,,,
org.apache.camel:camel-elasticsearch-starter:2.19.5,,,
org.apache.camel:camel-elasticsearch5-starter:2.19.5,,,
org.apache.camel:camel-elasticsearch5:2.19.5,,,
org.apache.camel:camel-elsql-starter:2.19.5,,,
org.apache.camel:camel-etcd-starter:2.19.5,,,
org.apache.camel:camel-etcd:2.19.5,,,
org.apache.camel:camel-exec-starter:2.19.5,,,
org.apache.camel:camel-facebook-starter:2.19.5,,,
org.apache.camel:camel-flatpack-starter:2.19.5,,,
org.apache.camel:camel-flink-starter:2.19.5,,,
org.apache.camel:camel-flink:2.19.5,,,
org.apache.camel:camel-fop-starter:2.19.5,,,
org.apache.camel:camel-freemarker-starter:2.19.5,,,
org.apache.camel:camel-ftp-starter:2.19.5,,,
org.apache.camel:camel-ganglia-starter:2.19.5,,,
org.apache.camel:camel-geocoder-starter:2.19.5,,,
org.apache.camel:camel-git-starter:2.19.5,,,
org.apache.camel:camel-github-starter:2.19.5,,,
org.apache.camel:camel-google-calendar-starter:2.19.5,,,
org.apache.camel:camel-google-drive-starter:2.19.5,,,
org.apache.camel:camel-google-mail-starter:2.19.5,,,
org.apache.camel:camel-google-pubsub-starter:2.19.5,,,
org.apache.camel:camel-google-pubsub:2.19.5,,,
org.apache.camel:camel-gora-starter:2.19.5,,,
org.apache.camel:camel-grape-starter:2.19.5,,,
org.apache.camel:camel-groovy-dsl:2.19.5,,,
org.apache.camel:camel-groovy-starter:2.19.5,,,
org.apache.camel:camel-grpc-starter:2.19.5,,,
org.apache.camel:camel-grpc:2.19.5,,,
org.apache.camel:camel-gson-starter:2.19.5,,,
org.apache.camel:camel-guava-eventbus-starter:2.19.5,,,
org.apache.camel:camel-guice-starter:2.19.5,,,
org.apache.camel:camel-hawtdb-starter:2.19.5,,,
org.apache.camel:camel-hazelcast-starter:2.19.5,,,
org.apache.camel:camel-hbase-starter:2.19.5,,,
org.apache.camel:camel-hdfs-starter:2.19.5,,,
org.apache.camel:camel-hdfs2-starter:2.19.5,,,
org.apache.camel:camel-hessian-starter:2.19.5,,,
org.apache.camel:camel-hessian:2.19.5,,,
org.apache.camel:camel-hipchat-starter:2.19.5,,,
org.apache.camel:camel-hl7-starter:2.19.5,,,
org.apache.camel:camel-http-common-starter:2.19.5,,,
org.apache.camel:camel-http-starter:2.19.5,,,
org.apache.camel:camel-http:2.19.5,,,
org.apache.camel:camel-http4-starter:2.19.5,,,
org.apache.camel:camel-http4:2.19.5,,,
org.apache.camel:camel-hystrix-starter:2.19.5,,,
org.apache.camel:camel-ical-starter:2.19.5,,,
org.apache.camel:camel-ignite-starter:2.19.5,,,
org.apache.camel:camel-ignite:2.19.5,,,
org.apache.camel:camel-infinispan-starter:2.19.5,,,
org.apache.camel:camel-influxdb-starter:2.19.5,,,
org.apache.camel:camel-influxdb:2.19.5,,,
org.apache.camel:camel-irc-starter:2.19.5,,,
org.apache.camel:camel-ironmq-starter:2.19.5,,,
org.apache.camel:camel-ironmq:2.19.5,,,
org.apache.camel:camel-jackson-starter:2.19.5,,,
org.apache.camel:camel-jacksonxml-starter:2.19.5,,,
org.apache.camel:camel-jasypt-starter:2.19.5,,,
org.apache.camel:camel-javaspace-starter:2.19.5,,,
org.apache.camel:camel-jaxb-starter:2.19.5,,,
org.apache.camel:camel-jbpm-starter:2.19.5,,,
org.apache.camel:camel-jcache-starter:2.19.5,,,
org.apache.camel:camel-jcache:2.19.5,,,
org.apache.camel:camel-jcr-starter:2.19.5,,,
org.apache.camel:camel-jdbc-starter:2.19.5,,,
org.apache.camel:camel-jetty-common-starter:2.19.5,,,
org.apache.camel:camel-jetty-starter:2.19.5,,,
org.apache.camel:camel-jetty:2.19.5,,,
org.apache.camel:camel-jetty9-starter:2.19.5,,,
org.apache.camel:camel-jgroups-starter:2.19.5,,,
org.apache.camel:camel-jibx-starter:2.19.5,,,
org.apache.camel:camel-jing-starter:2.19.5,,,
org.apache.camel:camel-jira-starter:2.19.5,,,
org.apache.camel:camel-jms-starter:2.19.5,,,
org.apache.camel:camel-jmx-starter:2.19.5,,,
org.apache.camel:camel-johnzon-starter:2.19.5,,,
org.apache.camel:camel-johnzon:2.19.5,,,
org.apache.camel:camel-jolt-starter:2.19.5,,,
org.apache.camel:camel-josql-starter:2.19.5,,,
org.apache.camel:camel-jpa-starter:2.19.5,,,
org.apache.camel:camel-jsch-starter:2.19.5,,,
org.apache.camel:camel-jsonpath-starter:2.19.5,,,
org.apache.camel:camel-jt400-starter:2.19.5,,,
org.apache.camel:camel-juel-starter:2.19.5,,,
org.apache.camel:camel-jxpath-starter:2.19.5,,,
org.apache.camel:camel-kafka-starter:2.19.5,,,
org.apache.camel:camel-kestrel-starter:2.19.5,,,
org.apache.camel:camel-krati-starter:2.19.5,,,
org.apache.camel:camel-kubernetes-starter:2.19.5,,,
org.apache.camel:camel-kubernetes:2.19.5,,,
org.apache.camel:camel-kura-starter:2.19.5,,,
org.apache.camel:camel-ldap-starter:2.19.5,,,
org.apache.camel:camel-leveldb-starter:2.19.5,,,
org.apache.camel:camel-linkedin-starter:2.19.5,,,
org.apache.camel:camel-lucene-starter:2.19.5,,,
org.apache.camel:camel-lumberjack-starter:2.19.5,,,
org.apache.camel:camel-lumberjack:2.19.5,,,
org.apache.camel:camel-lzf-starter:2.19.5,,,
org.apache.camel:camel-lzf:2.19.5,,,
org.apache.camel:camel-mail-starter:2.19.5,,,
org.apache.camel:camel-metrics-starter:2.19.5,,,
org.apache.camel:camel-milo-starter:2.19.5,,,
org.apache.camel:camel-milo:2.19.5,,,
org.apache.camel:camel-mina2-starter:2.19.5,,,
org.apache.camel:camel-mllp-starter:2.19.5,,,
org.apache.camel:camel-mllp:2.19.5,,,
org.apache.camel:camel-mongodb-gridfs-starter:2.19.5,,,
org.apache.camel:camel-mongodb-gridfs:2.19.5,,,
org.apache.camel:camel-mongodb-starter:2.19.5,,,
org.apache.camel:camel-mongodb3-starter:2.19.5,,,
org.apache.camel:camel-mongodb3:2.19.5,,,
org.apache.camel:camel-mqtt-starter:2.19.5,,,
org.apache.camel:camel-msv-starter:2.19.5,,,
org.apache.camel:camel-mustache-starter:2.19.5,,,
org.apache.camel:camel-mvel-starter:2.19.5,,,
org.apache.camel:camel-mybatis-starter:2.19.5,,,
org.apache.camel:camel-mybatis:2.19.5,,,
org.apache.camel:camel-nagios-starter:2.19.5,,,
org.apache.camel:camel-nats-starter:2.19.5,,,
org.apache.camel:camel-netty-http-starter:2.19.5,,,
org.apache.camel:camel-netty-starter:2.19.5,,,
org.apache.camel:camel-netty4-http-starter:2.19.5,,,
org.apache.camel:camel-netty4-starter:2.19.5,,,
org.apache.camel:camel-ognl-starter:2.19.5,,,
org.apache.camel:camel-olingo2-starter:2.19.5,,,
org.apache.camel:camel-openshift-starter:2.19.5,,,
org.apache.camel:camel-openstack-starter:2.19.5,,,
org.apache.camel:camel-openstack:2.19.5,,,
org.apache.camel:camel-opentracing-starter:2.19.5,,,
org.apache.camel:camel-opentracing:2.19.5,,,
org.apache.camel:camel-optaplanner-starter:2.19.5,,,
org.apache.camel:camel-paho-starter:2.19.5,,,
org.apache.camel:camel-pdf-starter:2.19.5,,,
org.apache.camel:camel-pgevent-starter:2.19.5,,,
org.apache.camel:camel-printer-starter:2.19.5,,,
org.apache.camel:camel-protobuf-starter:2.19.5,,,
org.apache.camel:camel-pubnub-starter:2.19.5,,,
org.apache.camel:camel-pubnub:2.19.5,,,
org.apache.camel:camel-quartz2-starter:2.19.5,,,
org.apache.camel:camel-quickfix-starter:2.19.5,,,
org.apache.camel:camel-rabbitmq-starter:2.19.5,,,
org.apache.camel:camel-reactive-streams-starter:2.19.5,,,
org.apache.camel:camel-reactive-streams:2.19.5,,,
org.apache.camel:camel-restlet-starter:2.19.5,,,
org.apache.camel:camel-ribbon-starter:2.19.5,,,
org.apache.camel:camel-ribbon:2.19.5,,,
org.apache.camel:camel-rmi-starter:2.19.5,,,
org.apache.camel:camel-route-parser:2.19.5,,,
org.apache.camel:camel-routebox-starter:2.19.5,,,
org.apache.camel:camel-rss-starter:2.19.5,,,
org.apache.camel:camel-ruby-starter:2.19.5,,,
org.apache.camel:camel-rx-starter:2.19.5,,,
org.apache.camel:camel-salesforce-starter:2.19.5,,,
org.apache.camel:camel-sap-netweaver-starter:2.19.5,,,
org.apache.camel:camel-saxon-starter:2.19.5,,,
org.apache.camel:camel-saxon:2.19.5,,,
org.apache.camel:camel-schematron-starter:2.19.5,,,
org.apache.camel:camel-script-starter:2.19.5,,,
org.apache.camel:camel-servicenow-starter:2.19.5,,,
org.apache.camel:camel-servicenow:2.19.5,,,
org.apache.camel:camel-servlet-starter:2.19.5,,,
org.apache.camel:camel-servletlistener-starter:2.19.5,,,
org.apache.camel:camel-shiro-starter:2.19.5,,,
org.apache.camel:camel-sip-starter:2.19.5,,,
org.apache.camel:camel-sjms-starter:2.19.5,,,
org.apache.camel:camel-sjms2-starter:2.19.5,,,
org.apache.camel:camel-sjms2:2.19.5,,,
org.apache.camel:camel-slack-starter:2.19.5,,,
org.apache.camel:camel-smpp-starter:2.19.5,,,
org.apache.camel:camel-snakeyaml-starter:2.19.5,,,
org.apache.camel:camel-snakeyaml:2.19.5,,,
org.apache.camel:camel-snmp-starter:2.19.5,,,
org.apache.camel:camel-soap-starter:2.19.5,,,
org.apache.camel:camel-solr-starter:2.19.5,,,
org.apache.camel:camel-spark-starter:2.19.5,,,
org.apache.camel:camel-spark:2.19.5,,,
org.apache.camel:camel-splunk-starter:2.19.5,,,
org.apache.camel:camel-spring-batch-starter:2.19.5,,,
org.apache.camel:camel-spring-boot-starter:2.19.5,,,
org.apache.camel:camel-spring-cloud-netflix-starter:2.19.5,,,
org.apache.camel:camel-spring-cloud-netflix:2.19.5,,,
org.apache.camel:camel-spring-cloud-starter:2.19.5,,,
org.apache.camel:camel-spring-cloud:2.19.5,,,
org.apache.camel:camel-spring-dm:2.19.5,,,
org.apache.camel:camel-spring-integration-starter:2.19.5,,,
org.apache.camel:camel-spring-javaconfig-starter:2.19.5,,,
org.apache.camel:camel-spring-ldap-starter:2.19.5,,,
org.apache.camel:camel-spring-redis-starter:2.19.5,,,
org.apache.camel:camel-spring-security-starter:2.19.5,,,
org.apache.camel:camel-spring-starter:2.19.5,,,
org.apache.camel:camel-spring-ws-starter:2.19.5,,,
org.apache.camel:camel-spring:2.16.2,,,
org.apache.camel:camel-sql-starter:2.19.5,,,
org.apache.camel:camel-ssh-starter:2.19.5,,,
org.apache.camel:camel-stax-starter:2.19.5,,,
org.apache.camel:camel-stomp-starter:2.19.5,,,
org.apache.camel:camel-stream-starter:2.19.5,,,
org.apache.camel:camel-stringtemplate-starter:2.19.5,,,
org.apache.camel:camel-swagger-java-starter:2.19.5,,,
org.apache.camel:camel-syslog-starter:2.19.5,,,
org.apache.camel:camel-tagsoup-starter:2.19.5,,,
org.apache.camel:camel-tarfile-starter:2.19.5,,,
org.apache.camel:camel-telegram-starter:2.19.5,,,
org.apache.camel:camel-telegram:2.19.5,,,
org.apache.camel:camel-test-cdi:2.19.5,,,
org.apache.camel:camel-test-karaf:2.19.5,,,
org.apache.camel:camel-tika:2.19.5,,,
org.apache.camel:camel-twitter-starter:2.19.5,,,
org.apache.camel:camel-undertow-starter:2.19.5,,,
org.apache.camel:camel-univocity-parsers-starter:2.19.5,,,
org.apache.camel:camel-urlrewrite-starter:2.19.5,,,
org.apache.camel:camel-velocity-starter:2.19.5,,,
org.apache.camel:camel-vertx-starter:2.19.5,,,
org.apache.camel:camel-weather-starter:2.19.5,,,
org.apache.camel:camel-websocket-starter:2.19.5,,,
org.apache.camel:camel-websocket:2.19.5,,,
org.apache.camel:camel-xmlbeans-starter:2.19.5,,,
org.apache.camel:camel-xmljson-starter:2.19.5,,,
org.apache.camel:camel-xmlrpc-starter:2.19.5,,,
org.apache.camel:camel-xmlsecurity-starter:2.19.5,,,
org.apache.camel:camel-xmpp-starter:2.19.5,,,
org.apache.camel:camel-xstream-starter:2.19.5,,,
org.apache.camel:camel-yammer-starter:2.19.5,,,
org.apache.camel:camel-zendesk-starter:2.19.5,,,
org.apache.camel:camel-zendesk:2.19.5,,,
org.apache.camel:camel-zipfile-starter:2.19.5,,,
org.apache.camel:camel-zipkin-starter:2.19.5,,,
org.apache.camel:camel-zipkin:2.19.5,,,
org.apache.camel:camel-zookeeper-master-starter:2.19.5,,,
org.apache.camel:camel-zookeeper-master:2.19.5,,,
org.apache.camel:camel-zookeeper-starter:2.19.5,,,
org.apache.commons:commons-compress:1.20,,,
org.apache.commons:commons-dbcp2:2.0.1,,,
org.apache.commons:commons-dbcp2:2.1.1,,,
org.apache.commons:commons-pool2:2.2,,,
org.apache.commons:commons-pool2:2.4.2,,,
org.apache.geronimo.specs:geronimo-annotation_1.0_spec:1.1.1,,,
org.apache.geronimo.specs:geronimo-j2ee-connector_1.5_spec:2.0.0,,,
org.apache.geronimo.specs:geronimo-j2ee-management_1.1_spec:1.0.1,,,
org.apache.geronimo.specs:geronimo-jms_1.1_spec:1.1.1,,,
org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec:1.0.1,,,
org.apache.httpcomponents:httpclient:4.5.2,,,
org.apache.httpcomponents:httpclient:4.5.6,,,
org.apache.httpcomponents:httpcore:4.4.10,,,
org.apache.httpcomponents:httpcore:4.4.4,,,
org.apache.mina:mina-core:2.0.16,,,
org.apache.poi:poi:3.0.1-FINAL,,,
org.apache.poi:poi:3.9,,,
org.apache.qpid:proton-j:0.29.0,,,
org.apache.santuario:xmlsec:1.4.2,,,
org.apache.santuario:xmlsec:2.1.5,,,
org.apache.servicemix.bundles:org.apache.servicemix.bundles.josql:1.5_5,,,
org.apache.shiro:shiro-core:1.2.6,,,
org.apache.taglibs:taglibs-standard-spec:1.2.5,,,
org.apache.tomcat:jakartaee-migration:0.2.0,,,
org.apache.tomcat:tomcat-dbcp:10.0.5,,,
org.apache.tomcat:tomcat-juli:9.0.0.M21,,,
org.apache.tomcat:tomcat-servlet-api:8.0.53,,,
org.apache.tomcat:tomcat-servlet-api:8.5.20,,,
org.apache.velocity:velocity:1.7,,,
org.apache.xbean:xbean-spring:3.7,,,
org.apache.xbean:xbean-spring:4.2,,,
org.beanshell:bsh:1.3.0,,,
org.bouncycastle:bcpg-jdk15on:1.61,,,
org.bouncycastle:bcprov-jdk15on:1.68,,,
org.camunda.bpm.dmn:camunda-engine-dmn:7.12.0,,,
org.camunda.bpm.dmn:camunda-engine-feel-api:7.12.0,,,
org.camunda.bpm.dmn:camunda-engine-feel-juel:7.12.0,,,
org.camunda.bpm.model:camunda-bpmn-model:7.12.0,,,
org.camunda.bpm.model:camunda-cmmn-model:7.12.0,,,
org.camunda.bpm.model:camunda-dmn-model:7.12.0,,,
org.camunda.bpm.model:camunda-xml-model:7.12.0,,,
org.camunda.bpm:camunda-engine:7.12.0,,,
org.camunda.commons:camunda-commons-logging:1.8.2,,,
org.camunda.commons:camunda-commons-typed-values:7.12.0,,,
org.camunda.commons:camunda-commons-utils:1.8.2,,,
org.codehaus.groovy:groovy:2.4.13,,,
org.codehaus.jackson:jackson-core-asl:1.9.13,,,
org.codehaus.jettison:jettison:1.3.8,,,
org.codehaus.woodstox:stax2-api:4.2.1,,,
org.eclipse.jdt:ecj:3.24.0,,,
org.eclipse.jetty.orbit:org.eclipse.jdt.core:3.8.2.v20130121,,,
org.eclipse.jetty.spdy:spdy-client:9.2.25.v20180606,,,
org.eclipse.jetty.spdy:spdy-http-common:9.2.25.v20180606,,,
org.eclipse.jetty.spdy:spdy-http-server:9.2.25.v20180606,,,
org.eclipse.jetty.spdy:spdy-server:9.2.25.v20180606,,,
org.eclipse.jetty.websocket:javax-websocket-client-impl:9.2.25.v20180606,,,
org.eclipse.jetty.websocket:javax-websocket-server-impl:9.2.25.v20180606,,,
org.eclipse.jetty.websocket:websocket-api:9.2.25.v20180606,,,
org.eclipse.jetty.websocket:websocket-client:9.2.25.v20180606,,,
org.eclipse.jetty.websocket:websocket-common:9.2.25.v20180606,,,
org.eclipse.jetty.websocket:websocket-server:9.2.25.v20180606,,,
org.eclipse.jetty.websocket:websocket-servlet:9.2.25.v20180606,,,
org.eclipse.jetty:apache-jsp:9.2.25.v20180606,,,
org.eclipse.jetty:apache-jstl:9.2.25.v20180606,,,
org.eclipse.jetty:jetty-alpn-client:9.2.25.v20180606,,,
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,,,
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,,,
org.eclipse.jetty:jetty-quickstart:9.2.25.v20180606,,,
org.eclipse.persistence:commonj.sdo:2.1.1,,,
org.eclipse.persistence:org.eclipse.persistence.asm:3.0.0-M2,,,
org.eclipse.persistence:org.eclipse.persistence.core:3.0.0-M2,,,
org.eclipse.persistence:org.eclipse.persistence.moxy:3.0.0-M2,,,
org.eclipse.persistence:org.eclipse.persistence.sdo:3.0.0-M2,,,
org.fusesource.hawtbuf:hawtbuf-proto:1.11,,,
org.fusesource.hawtbuf:hawtbuf:1.11,,,
org.fusesource.hawtdispatch:hawtdispatch-scala-2.11:1.22,,,
org.fusesource.hawtdispatch:hawtdispatch-transport:1.22,,,
org.fusesource.hawtdispatch:hawtdispatch:1.22,,,
org.fusesource.hawtjni:hawtjni-runtime:1.9,,,
org.fusesource.leveldbjni:leveldbjni:1.8,,,
org.fusesource.mqtt-client:mqtt-client:1.14,,,
org.glassfish.external:management-api:3.2.3,,,
org.glassfish.gmbal:gmbal-api-only:4.0.2,,,
org.glassfish.gmbal:gmbal:4.0.2,,,
org.glassfish.grizzly:grizzly-framework:3.0.0-M1,,,
org.glassfish.grizzly:grizzly-portunif:3.0.0-M1,,,
org.glassfish.grizzly:grizzly-websockets:3.0.0-M1,,,
org.glassfish.ha:ha-api:3.1.12,,,
org.glassfish.jaxb:codemodel:3.0.0,,,
org.glassfish.jaxb:jaxb-jxc:3.0.0,,,
org.glassfish.jaxb:jaxb-runtime:2.3.2,,,
org.glassfish.jaxb:txw2:2.2.11,,,
org.glassfish.jaxb:txw2:2.3.2,,,
org.glassfish.jaxb:txw2:3.0.0,,,
org.glassfish.jaxb:xsom:3.0.0,,,
org.glassfish.metro:keyidspi-ibm-impl:1.1,,,
org.glassfish.metro:metro-cm-api:3.0.0,,,
org.glassfish.metro:metro-cm-impl:3.0.0,,,
org.glassfish.metro:metro-commons:3.0.0,,,
org.glassfish.metro:metro-config-api:3.0.0,,,
org.glassfish.metro:metro-config-impl:3.0.0,,,
org.glassfish.metro:metro-runtime-api:3.0.0,,,
org.glassfish.metro:metro-runtime-impl:3.0.0,,,
org.glassfish.metro:soaptcp-api:3.0.0,,,
org.glassfish.metro:soaptcp-impl:3.0.0,,,
org.glassfish.metro:webservices-api:3.0.0,,,
org.glassfish.metro:webservices-extra:3.0.0,,,
org.glassfish.metro:webservices-rt:3.0.0,,,
org.glassfish.metro:webservices-tools:3.0.0,,,
org.glassfish.metro:ws-mex:3.0.0,,,
org.glassfish.metro:wsit-api:3.0.0,,,
org.glassfish.metro:wsit-impl:3.0.0,,,
org.glassfish.metro:wsmc-api:3.0.0,,,
org.glassfish.metro:wsmc-impl:3.0.0,,,
org.glassfish.metro:wsrm-api:3.0.0,,,
org.glassfish.metro:wsrm-impl:3.0.0,,,
org.glassfish.metro:wsrx-commons:3.0.0,,,
org.glassfish.metro:wsrx-testing:3.0.0,,,
org.glassfish.metro:wssx-api:3.0.0,,,
org.glassfish.metro:wssx-impl:3.0.0,,,
org.glassfish.metro:wstx-api:3.0.0,,,
org.glassfish.metro:wstx-impl:3.0.0,,,
org.glassfish.metro:wstx-services:3.0.0,,,
org.glassfish.metro:xmlfilter:3.0.0,,,
org.glassfish.pfl:pfl-basic:4.1.0,,,
org.glassfish.pfl:pfl-tf:4.1.0,,,
org.hamcrest:hamcrest-core:1.3,,,
org.hibernate:hibernate:3.1.3,,,
org.iq80.leveldb:leveldb-api:0.9,,,
org.iq80.leveldb:leveldb:0.9,,,
org.iq80.snappy:snappy:0.2,,,
org.jasypt:jasypt-spring31:1.9.2,,,
org.jasypt:jasypt:1.6,,,
org.jasypt:jasypt:1.8,,,
org.jasypt:jasypt:1.9.2,,,
org.javassist:javassist:3.21.0-GA,,,
org.jolokia:jolokia-core:1.6.0,,,
org.jvnet.jaxb2_commons:jaxb2-basics-runtime:0.6.4,,,
org.jvnet.mimepull:mimepull:1.9.13,,,
org.jvnet.staxex:stax-ex:1.8.1,,,
org.jvnet.staxex:stax-ex:2.0.0,,,
org.linkedin:org.linkedin.util-core:1.4.0,,,
org.linkedin:org.linkedin.zookeeper-impl:1.4.0,,,
org.mortbay.jasper:apache-el:8.0.33,,,
org.mortbay.jasper:apache-jsp:8.0.33,,,
org.mybatis:mybatis:3.4.4,,,
org.osgi:org.osgi.core:4.1.0,,,
org.ow2.asm:asm:5.0.4,,,
org.scala-lang:scala-library:2.11.0,,,
org.slf4j:jcl-over-slf4j:1.7.25,,,
org.slf4j:slf4j-api:1.6.6,,,
org.slf4j:slf4j-api:1.7.25,,,
